stars,BusinessAcceptsCreditCards,RestaurantsPriceRange2,NoiseLevel,RestaurantsGoodForGroups,Alcohol,GoodForKids,HasTV,WiFi,street,garage,Music,valet,dinner,BestNights
5.0,None,None,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
2.5,None,2.0,'loud',True,'none',True,True,'no',None,True,0,False,True,0
3.0,True,4.0,None,None,None,None,None,None,False,False,0,False,None,0
2.5,True,1.0,'quiet',True,'none',True,True,'free',False,False,0,False,True,0
3.5,True,2.0,'loud',True,'none',True,False,'free',None,None,0,False,False,0
4.0,None,2.0,'average',True,'none',True,True,'free',None,False,0,False,True,0
3.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,2.0,None,None,'full_bar',None,False,'free',True,True,0,False,False,0
3.0,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,'quiet',None,None,None,None,'free',None,False,0,False,None,0
2.0,True,2.0,None,None,None,None,None,None,True,True,0,False,None,0
4.0,True,2.0,None,True,'full_bar',False,None,None,False,False,0,True,None,0
4.0,True,1.0,'average',None,'none',True,None,'free',True,False,0,False,None,0
4.5,True,2.0,None,None,'none',True,None,None,False,False,0,False,None,0
4.5,True,1.0,'quiet',False,'none',True,False,'free',True,False,0,False,False,0
5.0,True,None,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,2.0,'quiet',False,'none',True,False,'no',False,True,0,False,False,0
4.0,None,1.0,None,None,None,None,None,None,None,None,0,None,None,0
5.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,None,'average',None,None,None,None,None,True,False,0,False,None,0
3.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,'quiet',True,'beer_and_wine',False,False,'free',True,False,0,False,None,0
4.5,True,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,False,1.0,None,None,None,None,None,None,True,False,0,False,None,0
3.0,True,1.0,None,False,None,True,None,None,True,False,0,False,None,0
4.0,True,2.0,'loud',False,'none',True,False,'free',True,False,0,False,False,0
3.5,None,None,None,None,None,None,None,None,None,None,0,None,None,0
5.0,True,1.0,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,2.0,'average',None,None,None,None,'no',True,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,None,None,None,None,None,None,None,None,None,None,0,None,None,0
3.5,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,2.0,None,False,'full_bar',False,None,None,True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
3.5,True,2.0,'loud',True,'none',True,True,'free',True,False,0,False,False,0
2.5,True,2.0,None,None,None,None,None,None,False,None,0,False,None,0
4.5,None,1.0,None,True,'none',True,True,'no',True,False,0,False,None,0
4.5,None,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,'average',True,'none',True,True,'no',True,False,0,False,False,0
3.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,None,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
3.5,None,None,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,2.0,'quiet',True,'none',True,False,'free',True,False,0,False,None,0
4.5,True,None,None,None,None,None,None,'no',False,False,0,False,None,0
3.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,3.0,None,False,None,True,None,None,False,False,0,False,None,0
4.5,True,2.0,'average',True,'beer_and_wine',True,False,'no',False,False,0,False,False,0
3.5,False,1.0,'average',True,'none',True,False,'free',True,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'average',False,'none',True,False,'no',False,False,0,False,False,0
4.5,True,1.0,'average',None,None,True,None,'free',False,True,0,False,None,0
3.5,None,2.0,'average',True,'none',True,True,'free',False,False,0,False,True,0
4.5,True,2.0,'average',False,'none',True,True,'no',True,False,0,False,False,0
5.0,True,None,None,None,None,None,None,None,True,False,0,False,None,0
4.5,False,1.0,'average',True,'none',True,False,'no',None,None,0,None,None,0
4.0,True,2.0,'average',True,'beer_and_wine',True,False,'paid',None,False,0,False,False,0
3.5,True,2.0,'quiet',True,None,True,False,None,False,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,None,2.0,None,True,None,True,None,'free',True,True,0,False,None,0
4.5,True,None,None,None,None,None,None,'free',True,False,0,False,None,0
4.0,True,1.0,'average',True,'none',True,False,'no',False,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,'average',True,'none',True,False,None,True,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,'no',True,False,0,False,None,0
4.0,None,1.0,None,True,'none',True,False,'no',True,False,0,False,False,0
3.0,True,1.0,'average',True,'none',True,False,'free',False,True,0,True,False,0
3.5,True,1.0,'average',True,'none',True,False,'free',False,False,0,False,None,0
4.0,True,2.0,'average',True,'beer_and_wine',True,True,'free',False,False,0,False,True,0
4.0,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
3.5,None,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,None,False,'none',None,False,'free',True,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,None,False,True,0,False,None,0
4.0,True,2.0,None,True,'full_bar',True,False,'free',False,False,1,False,None,1
4.5,True,2.0,None,None,None,None,None,'no',True,False,0,False,None,0
3.5,None,2.0,'average',False,'none',True,True,'no',True,False,0,False,False,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,None,None,None,False,None,None,None,'free',None,None,0,None,None,0
4.0,None,1.0,'quiet',False,'none',True,False,'no',False,False,0,False,None,0
4.5,True,1.0,'loud',False,None,True,True,'no',False,False,0,False,False,0
4.5,None,1.0,'average',False,None,True,True,'free',True,False,0,False,False,0
4.5,True,1.0,'quiet',False,'none',True,False,'free',True,False,0,False,None,0
3.5,None,2.0,'average',True,'none',True,False,'no',True,False,0,False,False,0
4.5,True,2.0,'average',None,None,None,None,None,False,False,0,False,None,0
3.5,True,2.0,'average',True,'full_bar',True,False,'free',True,False,0,False,False,0
4.5,None,3.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,3.0,None,None,None,None,None,'no',True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,None,None,None,'none',None,False,'free',True,False,0,False,None,0
5.0,True,None,None,None,None,True,None,None,None,None,0,None,None,0
4.0,None,2.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.5,True,2.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
4.0,True,None,None,None,'none',None,False,None,False,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,None,2.0,'average',True,'beer_and_wine',True,False,'no',True,False,0,False,False,0
5.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,True,True,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,'average',None,None,None,None,None,False,False,0,False,None,0
2.5,None,1.0,None,None,None,None,None,None,True,False,0,False,None,0
3.0,True,2.0,None,False,'none',False,None,None,True,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,False,'free',False,False,1,False,False,1
2.0,True,2.0,None,None,None,None,None,'free',False,False,0,False,None,0
3.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
4.0,None,None,None,None,None,True,None,None,False,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,2.0,'average',True,'full_bar',True,False,'free',True,False,0,False,False,0
2.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
3.0,True,2.0,'quiet',True,'none',True,False,'free',True,False,0,False,True,0
4.0,True,2.0,None,None,None,True,None,None,None,None,0,None,None,0
4.0,None,1.0,'quiet',False,'none',True,True,'free',True,False,0,False,False,0
4.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
4.0,True,1.0,'average',False,'none',True,True,'free',False,False,0,False,False,0
2.5,True,2.0,'average',True,'none',True,True,'no',False,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,True,None,None,None,'none',None,False,None,True,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.0,None,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,'loud',False,'none',True,False,'free',True,True,0,False,False,0
5.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,2.0,'quiet',False,'none',True,False,'free',False,False,0,False,False,0
4.5,True,None,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
2.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
3.0,True,1.0,None,True,'none',True,None,'free',False,False,0,False,None,0
4.5,True,2.0,'average',None,None,None,None,'free',None,None,0,False,None,0
2.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,True,None,None,None,None,None,None,None,False,True,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,'average',False,'none',True,True,'free',True,False,0,False,False,0
3.5,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,'no',False,False,0,False,None,0
3.5,None,1.0,'average',True,'none',True,True,'no',True,False,0,False,True,0
3.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
3.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
5.0,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
3.0,True,3.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,False,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,'quiet',False,'none',True,False,'free',True,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'quiet',False,'none',True,True,'no',True,False,0,False,None,0
3.0,True,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
3.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,None,None,None,None,None,True,'free',None,None,0,False,None,0
3.0,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,None,1.0,'very_loud',True,None,True,None,'free',None,None,0,None,False,0
4.0,None,1.0,None,False,'none',True,False,'free',True,False,0,False,False,0
4.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
5.0,True,None,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,'average',True,'none',True,True,'no',False,False,0,False,False,0
4.0,None,2.0,'loud',False,'none',False,None,None,True,False,0,False,None,0
4.0,None,2.0,'loud',False,'none',True,True,'free',True,False,0,False,False,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
4.5,True,1.0,None,None,None,True,None,'free',False,False,0,False,None,0
4.5,None,1.0,'average',False,'none',True,False,'free',True,False,0,False,None,0
4.5,True,1.0,'quiet',False,'none',True,False,'no',False,False,0,False,None,0
4.0,True,2.0,'quiet',True,'none',True,False,'no',False,False,0,False,False,0
4.0,True,2.0,None,None,None,True,None,'no',True,False,0,False,None,0
3.0,True,2.0,None,None,None,None,None,None,True,False,0,False,False,0
3.0,True,1.0,'average',None,None,None,None,'free',False,False,0,False,None,0
4.0,False,1.0,'average',False,'none',True,True,'no',True,False,0,False,False,0
4.0,None,2.0,'average',False,'none',True,True,None,True,False,0,False,False,0
5.0,True,1.0,None,None,'full_bar',None,None,None,True,False,0,False,None,0
4.5,True,2.0,'average',True,'full_bar',True,False,'no',True,False,0,False,None,0
4.5,None,None,None,None,None,None,None,None,True,None,0,False,None,0
2.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
2.0,True,2.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
4.0,None,None,None,None,None,None,None,None,False,True,0,False,None,0
3.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,None,True,'none',True,True,'no',False,False,0,False,False,0
4.0,True,2.0,None,None,'none',True,None,'free',True,False,0,False,None,0
4.0,None,1.0,'average',False,'none',True,True,'no',True,True,0,False,False,0
3.0,None,3.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,False,'free',True,True,0,False,False,0
4.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
1.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,None,0
2.0,True,1.0,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,2.0,None,None,'none',None,False,'free',False,False,0,False,None,0
4.5,None,2.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,True,1.0,None,None,None,True,None,None,False,False,0,False,None,0
4.5,True,1.0,'average',True,'beer_and_wine',True,False,'free',True,False,0,False,False,0
4.0,None,2.0,'average',False,'none',True,False,'free',True,False,0,False,False,0
3.0,None,None,None,None,None,True,None,None,None,None,0,None,False,0
4.5,True,2.0,None,None,'none',True,False,'no',False,False,0,False,False,0
4.5,True,2.0,'average',None,'none',None,None,'free',True,True,0,False,False,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,'average',False,'none',True,True,'no',False,False,0,False,False,0
3.0,None,2.0,'quiet',True,'none',True,True,'free',True,False,0,False,None,0
4.0,None,None,None,None,None,None,None,None,True,False,0,False,None,0
3.0,True,2.0,'average',True,'none',True,True,'free',None,False,0,False,False,0
4.0,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,None,None,None,'none',None,None,'free',None,None,0,None,None,0
3.5,True,2.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,None,2.0,'average',True,'none',True,False,'no',True,False,0,False,False,0
5.0,True,1.0,None,None,None,None,None,None,None,None,0,None,None,0
2.0,None,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,None,None,0,False,None,0
3.0,True,2.0,None,None,None,None,None,None,None,False,0,False,None,0
4.5,False,1.0,'quiet',False,'none',True,True,'no',False,False,0,False,False,0
4.0,True,1.0,'average',True,'none',True,False,'no',False,False,0,False,False,0
4.5,False,1.0,'average',False,'none',True,False,'no',True,False,0,False,False,0
3.5,True,None,None,None,'none',None,False,'no',False,False,0,False,None,0
4.0,None,None,None,None,None,None,None,None,True,False,0,False,None,0
3.5,True,2.0,'average',True,'none',True,False,'free',True,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
3.5,True,1.0,None,True,'none',True,True,'free',False,False,0,False,False,0
5.0,True,2.0,'average',None,None,False,True,'free',True,False,0,False,False,0
4.0,True,1.0,'quiet',True,'full_bar',True,True,'free',False,False,0,False,True,0
3.5,True,None,None,None,'none',None,False,'free',True,False,0,False,None,0
4.5,True,1.0,None,False,None,None,None,None,False,False,0,False,False,0
5.0,None,1.0,'average',False,'none',True,False,'free',True,False,0,False,True,0
4.0,True,3.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'quiet',True,'none',True,True,'free',False,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
3.0,None,1.0,None,None,None,None,None,None,None,None,0,None,None,0
1.5,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,True,2.0,'average',False,'none',True,False,'free',False,False,0,False,False,0
4.0,True,2.0,'quiet',None,None,None,None,'free',None,None,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,None,1.0,'quiet',False,'none',True,False,'free',True,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,'no',None,True,0,False,None,0
2.0,None,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
4.5,True,1.0,'quiet',False,'none',False,False,'free',False,False,0,False,False,0
4.0,False,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,None,None,None,True,None,'free',False,False,0,False,None,0
4.0,None,2.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
5.0,None,None,None,None,None,None,None,None,False,False,0,False,None,0
4.0,None,None,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,None,None,None,'beer_and_wine',None,False,'free',False,False,0,True,None,0
2.5,True,2.0,'average',False,'none',False,False,None,True,False,0,False,None,0
5.0,True,None,None,None,None,None,None,'no',False,False,0,False,None,0
3.5,True,2.0,None,True,'beer_and_wine',True,None,'free',True,False,0,False,None,0
4.0,True,1.0,'quiet',True,'none',True,False,'free',False,False,0,False,False,0
4.0,True,2.0,'average',True,None,True,False,'free',False,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,'no',False,False,0,False,None,0
3.5,False,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,1.0,'quiet',True,'none',True,False,'free',True,False,0,False,False,0
4.0,True,2.0,'very_loud',False,'none',True,True,'no',True,False,0,False,False,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,None,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,False,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,2.0,'average',True,'full_bar',True,False,'free',None,None,1,None,True,1
4.5,True,1.0,'average',True,'none',None,False,'free',True,False,0,False,False,0
3.0,None,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,'quiet',False,'none',True,True,'no',False,False,0,False,False,0
4.5,True,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,None,None,None,'beer_and_wine',None,False,'free',False,False,0,False,None,0
4.0,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
4.5,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
3.5,None,1.0,'quiet',True,None,True,False,None,False,False,0,False,False,0
4.0,True,2.0,'quiet',None,'none',None,None,'free',False,False,0,False,None,0
4.0,True,1.0,'average',False,'full_bar',True,True,'free',True,False,0,False,False,0
4.0,True,2.0,'average',True,'none',True,True,'free',True,False,0,False,False,0
4.0,None,None,None,None,'beer_and_wine',None,False,'free',True,False,0,False,None,0
4.0,True,2.0,None,None,None,True,False,None,False,False,0,False,None,0
3.0,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,1.0,'quiet',True,None,True,True,'free',True,False,0,False,False,0
4.5,True,1.0,'quiet',True,'beer_and_wine',True,True,'free',True,False,0,False,False,0
3.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,None,None,None,None,None,None,None,None,False,False,0,False,False,0
4.5,True,3.0,'quiet',False,'none',True,False,'no',False,False,0,False,False,0
3.5,None,2.0,'quiet',True,'none',True,False,'free',True,False,0,False,False,0
4.0,True,2.0,'average',True,'beer_and_wine',True,False,'free',False,False,0,False,False,0
2.5,True,2.0,'average',True,'full_bar',True,False,'free',False,False,0,False,False,0
3.0,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.5,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,True,1.0,'quiet',False,'none',True,True,'no',True,False,0,False,True,0
4.0,True,1.0,'average',True,'none',True,True,'free',True,False,0,False,None,0
3.5,True,2.0,'average',None,None,None,None,'free',False,False,0,False,None,0
5.0,True,None,None,None,None,None,None,None,False,False,0,False,None,0
4.5,None,2.0,None,None,None,None,None,'free',True,True,0,False,None,0
4.5,True,2.0,'average',None,None,None,None,None,True,False,0,False,None,0
3.0,None,2.0,None,True,None,False,True,None,None,None,0,None,None,0
4.0,True,None,None,None,'none',None,True,'free',False,False,0,False,False,0
4.5,True,2.0,None,False,'none',True,True,'no',True,False,0,False,False,0
5.0,True,2.0,None,False,None,True,None,None,None,None,0,None,None,0
4.0,True,1.0,'quiet',True,'none',True,False,'no',False,False,0,False,None,0
4.0,False,1.0,'quiet',False,'none',True,False,'no',False,False,0,False,None,0
4.0,True,1.0,'average',None,None,None,None,None,False,True,0,False,None,0
4.5,True,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,None,None,None,'full_bar',None,False,'no',False,True,0,False,False,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,True,2.0,'average',None,'beer_and_wine',True,False,'free',True,False,0,False,None,0
4.5,True,1.0,'average',False,'none',True,False,'free',True,False,0,False,False,0
4.0,True,3.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,None,True,None,True,False,'no',True,False,0,False,None,0
2.5,False,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,2.0,None,None,None,True,None,None,False,False,0,False,None,0
4.5,None,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'quiet',True,'none',True,False,'no',False,True,0,False,False,0
2.5,None,None,None,None,None,None,None,'free',False,False,0,False,None,0
5.0,None,1.0,None,None,None,None,None,None,False,False,0,False,None,0
2.0,True,1.0,None,True,'none',True,False,'free',False,False,0,False,False,0
2.5,None,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,2.0,'quiet',None,None,None,None,None,True,False,0,False,None,0
3.0,None,1.0,None,None,None,None,None,None,None,None,0,None,None,0
3.5,True,1.0,'average',False,'none',False,True,'free',True,True,0,False,False,0
4.5,True,2.0,None,True,None,False,None,'free',False,False,0,False,False,0
4.5,True,1.0,'average',True,'none',True,False,'no',False,False,0,False,None,0
3.5,None,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,2.0,'average',True,'full_bar',True,False,'free',True,False,0,False,True,0
4.0,None,1.0,'quiet',False,'none',True,True,'no',True,False,0,False,False,0
4.0,True,1.0,'average',False,'none',True,True,'no',False,False,0,False,False,0
4.5,True,None,'average',None,'none',None,True,'free',False,False,0,False,False,0
5.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,None,None,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
3.0,True,2.0,'average',True,'none',True,True,'free',False,False,0,False,None,0
4.5,True,1.0,'average',None,'none',None,None,'free',True,False,0,False,None,0
4.0,None,2.0,None,None,None,None,None,'free',True,False,0,False,None,0
3.0,None,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,None,None,None,None,None,None,None,None,None,0,None,None,0
2.0,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
3.5,None,2.0,None,None,None,None,None,'no',True,False,0,False,None,0
4.0,True,None,None,None,None,None,None,'free',False,False,0,False,None,0
3.5,True,1.0,'average',False,'none',True,True,'no',True,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,'free',True,False,0,False,None,0
2.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,None,0
4.0,None,2.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
3.5,None,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,2.0,'quiet',False,'none',True,False,'no',False,False,0,False,False,0
4.0,True,None,None,None,None,None,None,None,False,True,0,False,None,0
2.5,True,2.0,None,None,None,None,False,None,None,False,0,False,False,0
4.0,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,None,0
4.0,None,1.0,'average',False,'none',True,False,'free',True,False,0,False,False,0
3.5,True,2.0,'quiet',None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.5,None,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,None,1.0,'average',False,'none',True,False,'no',True,False,0,False,False,0
5.0,True,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,None,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,1.0,'quiet',True,'none',True,True,'free',False,False,0,False,False,0
3.0,True,1.0,'average',None,None,None,None,'free',False,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
5.0,True,None,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,2.0,None,None,None,True,None,'free',False,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,None,0
3.5,None,2.0,'average',True,'full_bar',True,False,'free',True,False,0,False,False,0
4.5,True,3.0,None,None,None,None,None,'free',True,True,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
5.0,True,3.0,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,None,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'quiet',True,'none',True,False,'no',True,False,0,False,None,0
4.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
5.0,True,2.0,None,None,'none',True,False,None,True,False,0,False,None,0
4.0,True,None,None,None,None,None,True,None,False,False,0,False,None,0
4.0,None,2.0,None,None,None,None,None,'no',True,True,0,False,None,0
3.0,True,1.0,None,True,'none',True,False,'free',True,False,0,False,False,0
3.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,2.0,None,True,'beer_and_wine',True,None,None,False,False,0,False,None,0
2.5,True,2.0,None,None,None,None,None,None,None,None,0,None,None,0
2.5,True,2.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
